,concept_from_alex_street,phrase_code
20551,pay envelope,5
13902,pay schedules,5
21808,payne theological seminary,6
15016,peace harmony,5
25995,peace time goods,4
14340,peace treaties,5
17329,peasant women,3
21318,peeresses bill,5
22714,peerless club,1
21974,pelerinage de charlemagne,4
22201,penalize women,4
22347,pennsylvania banker,4
16864,pennsylvania branch,2
18151,pennsylvania business,4
21469,pennsylvania federation,2
14802,pennsylvania league,2
15933,pennsylvania society,2
23471,pennsylvania state federation,2
5609,pension,5
20847,pension laws,5
15235,peonage,4
17046,people voting,5
18939,per capita tax,5
24016,per cent basis,5
17512,per cent increase,5
15248,per dollar,5
23907,percent negro,5
23650,peremptory writ,5
20072,perfect representation,5
20073,perfect representations,5
23281,periodic illness,4
22891,permanent code,5
24179,permanent codes,5
21041,permanent colonies,4
14285,permanent committee,5
14747,permanent court,5
20272,permanent disabilities,4
17551,permanent employment,5
21608,permanent gain,5
16969,permanent headquarters,2
20210,permanent income,5
19367,permanent injuries,4
22195,permanent international association,5
17942,permanent organization,5
22941,permanent progress,5
20322,permanent stay,5
19808,permanent teacher,4
23077,permanent world peace,5
16688,permanently disabled,4
24403,permissive jury service,5
24301,permit married women,5
18817,permit women,5
22574,permitted bread,5
21783,permitted hours,5
24418,permitted violation,4
18414,persian woman,3
14043,personal appearance,5
16633,personal character,5
24419,personal community property,5
20061,personal consequences,5
14397,personal freedom,5
18323,personal grooming,5
17954,personal injuries,4
17335,personal needs,4
16320,personal relation,5
16697,personal rights,5
15111,personal service,4
25353,personal service call,4
25360,personal service chairman,5
25361,personal service chairmen,5
23695,personal service committee,5
25358,personal service committees,5
25359,personal service guide,5
25375,personal service plans,5
25374,personal service program,5
23852,personal service work,4
21558,personal service workers,4
21121,personality study,5
22919,personnel boards,5
26306,personnel classification board,5
16799,personnel officer,2
26676,personnel reclassification board,5
15177,persons born,4
23897,perth amboy board,2
19623,peruvian woman,3
20787,pet charity,5
22275,petit juries,5
20041,philadelphia branch,2
22085,philadelphia chairman,2
22304,philadelphia churches,2
26413,philadelphia city branch,2
22279,philadelphia federation,2
16823,philadelphia general,2
20512,philadelphia general hospital,6
25659,philadelphia health council,2
15969,philadelphia press,2
14144,philadelphia school,6
17231,philadelphia schools,5
22755,phillis wheatley home,1
24320,phillis wheatley womans club,1
22951,phipps institute,1
25729,phipps institute tuberculosis clinic,6
20671,phrase law,5
14795,phraseology,5
22754,phyllis wheatley home,1
14507,physical aspect,5
15870,physical conditions,4
19134,physical deterioration,4
15512,physical development,5
13395,physical examination,5
13416,physical examinations,5
16581,physical moral,5
16585,physical nature,4
23304,physical necessities,4
17951,physical requirements,5
16043,physically fit,5
19455,physically unfit,4
9106,physiological,4
24932,pictorial review prize,5
10068,piety,5
24073,pilgrim mothers,3
21965,pioneer suffragist,5
16787,pioneer woman,5
15751,pioneer women,3
15106,pioneer work,4
22725,placement bureau,5
18273,placing women,5
17411,plant management,4
22249,plantation cook,4
17602,platform committee,2
13366,play night,5
13894,plenary session,2
17340,plenipotentiaries,2
878,plight,4
21412,plow handle,4
16394,plowshares,4
22512,poets council,5
5375,poise,5
14986,police court,4
16763,police evidence,5
15908,police power,4
14064,police protection,5
23397,policewomans review,5
14081,political arena,3
14896,political convention,2
15684,political council,2
21610,political enfranchisement,5
16220,political equality,5
23718,political equality association,5
13692,political freedom,5
14343,political independence,5
17151,political outlook,5
16460,political relationships,5
16058,political revolution,5
15962,political unity,5
20528,poll books,5
13444,poll tax,5
22841,pompous authority,4
13879,poor children,4
23593,poor chocolate,4
15670,poor relief,5
24352,poor white woman,3
16042,poor whites,3
17803,popular trend,5
18535,population problem,4
22004,poro college,6
26626,porto rican branch,2
25390,porto rican legislature,2
25627,porto rican woman,3
23901,porto rican women,3
26043,porto rican women citizens,3
17631,portuguese women,3
24949,positions requiring certification qualifications,4
4999,possession,5
16730,post graduate course,5
14782,post office department,5
14203,post roads,5
21420,postmasterships,4
21725,potato king,4
4331,poverty,4
24963,prabuddha stri,1
18750,practical arts,5
21378,practical authority,5
14261,practical training,5
14966,practicing medicine,5
491,prayed,5
16215,prayer meeting,5
16620,prayer rock,5
16781,preference given,5
20928,preferences based,5
21372,preferential right,5
23066,prefix mrs,4
8074,pregnancy,4
6656,pregnant,4
16425,prehistoric man,4
14899,preliminary work,5
16129,prenuptial,5
14422,preparatory high school,5
23561,preparatory high school established,5
18156,presbyterian board,2
14499,presbyterian hospital,6
26260,prescribe beer,4
17270,present conditions,4
19738,present congress,2
22659,present discriminations,4
20363,present investigation,5
17044,present law,5
19643,present laws,4
25077,present laws conventions,5
16855,present policy,5
17490,present salary,5
18202,present standard,5
26657,present white list,4
24250,preserving perishable goods,5
14311,president coolidge,2
21039,president doumergue,4
15538,president franklin delano roosevelt,4
14212,president hoover,2
20624,president masaryk,4
14034,president mckinley,2
15571,president monroe,3
22800,president mrs roosevelt,4
20162,president solomon,4
16592,president taft,4
19581,president ware,4
19608,president wright,4
24327,president wrights,4
24017,presidential chateau,4
15934,presidents committee,2
16524,presidents conference,4
23505,presidents emergency committee,5
17065,press campaign,5
16476,press department,4
20951,press galleries,5
16274,press gallery,5
18131,press representatives,4
21088,pretty clothes,4
24931,prevailing minimum rate,5
17585,prevent discrimination,5
24203,prevent married women,4
21685,prevent ratification,5
19573,prevent segregation,5
21568,prevent unemployment,5
19354,preventable causes,5
16636,preventing disease,5
19501,preventing injuries,5
13967,preventive measures,5
23545,prevents intermarriage,4
16896,price comparisons,5
19658,price cutting,5
22769,price economy,5
20484,priceless heritage,5
17258,prices paid,5
16012,primary law,5
14779,primary vote,5
20871,princess pink,5
18814,principal occupation,5
15332,principal teacher,4
23994,printingpress,4
21917,prison congress,4
24332,prison contract labor,4
15702,prison ship,4
26257,prisonmade goods,4
16285,private agencies,5
24570,private banking license,4
17909,private employment,4
21464,private employment agencies,4
18220,private income,5
18211,private industries,4
16725,private international law,5
14398,private organization,5
18734,private physician,5
6646,privilege,4
15005,probation officer,4
24000,probationary state,4
17728,production workers,5
20573,productive workers,3
16947,productiveness,5
24093,products trading company,4
25388,prof j p shorter,1
18271,professional councils,5
18444,professional fraternities,5
22905,professional panhellenic association,5
16093,professional people,3
18729,professional politician,4
13949,professional school,5
25856,professional school washington,5
25811,professional training equivalent,5
17886,professional woman,3
15002,professional women,5
25204,professional womens council,5
18828,progressive legislation,5
16901,progressive members,2
13886,progressive movement,5
23636,progressive state convention,2
19590,progressive women,3
22682,prohibited hours,5
22875,prohibiting night work,5
7146,prohibition,5
14406,prohibition candidate,5
17542,prohibition laws,5
20054,prohibition ticket,5
20979,prohibitive legislation,5
24010,prohibits overtime,5
26157,projected world code,5
17882,prolonged absence,5
19739,prominent bankers,4
14031,prominent citizens,5
15742,prominent women,5
24801,promote better conditions among,5
20593,promoting legislation,5
17167,proper development,5
19762,proper exercise,5
15306,proper place,5
20456,proper standard,5
19966,properly enforced,5
2058,property,4
14967,property acquired,5
17953,property inherited,4
18758,property interest,5
16807,property qualification,5
13751,proposed budget,5
15578,proposed constitution,5
16409,proposed constitutional amendment,5
20666,proposed equal rights amendment,5
25732,proposed equal rights plank,5
26744,proposed equality reservation,5
26272,proposed hour law,5
24538,proposed hour week,5
13489,proposed law,5
17114,proposed laws,5
25447,proposed mastickshonk bill,5
24735,proposed nationality convention,5
17297,proposed standard,5
18012,proposed treaty,5
25122,proposed world code,5
25032,prosanis label,5
9426,prostitution,4
25149,protect married women teachers,5
15053,protect women,5
23611,protect women workers,5
18046,protecting women,5
2735,protection,5
16782,protective association,5
21003,protective instinct,5
21659,protective labor legislation,5
20475,protective laws,5
19041,protective legislation,5
2395,protest,5
15238,protestant episcopal church,6
5349,protests,5
21605,protocol label,5
21745,providence league,2
13524,provincial legislatures,2
19725,provisional club,5
21078,pruning hooks,4
14002,psychological effect,5
15246,public affairs university,5
14057,public agencies,5
16323,public charge,5
17150,public charges,5
17336,public clinic,5
16593,public control,5
16882,public departments,5
15683,public duties,5
21438,public employ,4
16694,public function,5
16774,public improvements,5
18190,public job,4
24145,public messenger service,5
15644,public mind,5
15871,public morals,5
13930,public ownership,5
26724,public pay roll,5
15736,public positions,5
17529,public printer,5
18094,public provision,5
13722,public record office,2
6079,public school,5
13855,public school teacher,3
15345,public school teachers,3
15489,public sentiment,5
18686,public service corporations,5
23904,public service interest,5
24536,public speaking department,5
20297,public watches,5
13566,public welfare,5
23085,public welfare administration,5
22415,public welfare department,5
21762,publications loan,5
19875,publicity committee,2
13458,publicizing,5
24055,pure food committee,5
22958,pure food law,5
25145,pure rich milk butter,4
25754,purely feminist movement,5
8318,purity,5
22423,purple banner,2
21063,pursuing happiness,5
20004,qualified electors,5
14278,quatrièmes,4
2577,queen,4
21384,quinn chapel,6
24114,quinquennial convention,5
1498,quota,5
19712,quota club,5
22664,quota limitations,5
24216,rabid feminists,4
22704,race cooperation,5
22766,race elevation,5
22315,race extraction,4
15610,race group,5
19704,race hatred,4
13836,race history,5
16059,race line,5
13821,race newspaper,5
17873,race prejudice,4
14408,race problem,4
15285,race problems,4
18183,race question,4
12051,race relations,4
18913,race relationship,5
14510,race riots,4
14270,race sex,4
23100,race uplift,5
14642,race women,4
21565,racial condition,4
11785,racial discrimination,4
15745,racial group,4
6985,racism,4
13964,radcliffe college,6
15591,radical departure,4
19922,radical proposal,5
23477,radio active substances,4
22021,radium corporation,4
22093,radium poisoning,4
23665,rafael trejo,1
16124,railroad work,4
16477,railroadcar,4
15233,railway employes,4
17972,raise wages,5
22897,rampant spread,4
23049,rank injustice,4
19582,ratifying states,5
19395,rational consumers league,99
24561,reaching public opinion,5
14256,reaction time,5
15289,reactionaries,4
13776,readingroom,5
24479,readymade clothing,4
18019,real equality,5
17879,real estate owners,4
14521,real value,5
16332,real woman,5
20221,reasonable conditions,5
21635,reasonable hours,5
24347,reasonably uniform standards,5
5783,rebellion,5
24751,receive equal remuneration,5
13763,received instruction,5
14293,recently arrived,4
22846,reception hospital,5
17203,recording secretary,2
16900,recover damages,5
14814,recovery act,5
16457,recreation commission,5
19456,red cross work,5
24610,redshirt bands,4
17009,reduced pay,4
17054,reducing maternal,99
16082,referendum vote,5
17997,reformatories,5
22864,reformed senate,5
24313,reforms enquiry committee,5
15602,refugee children,4
6002,refugees,3
20457,refused employment,4
13891,regional conference,2
16395,regional conferences,2
19901,registration laws,4
16747,regular reports,5
14804,regular work,5
17823,regulations restricting,5
26109,regulations shall deprive,5
25610,regulations upon individuals,5
20537,regulatory laws,5
20112,regulatory legislation,5
7468,rehabilitation,5
23793,rehabilitation laws,5
20912,relative fitness,5
21517,relief department,2
13617,relief work,5
19462,relieving unemployment,5
14029,religious instruction,5
13953,religious liberty,5
17060,religious principles,5
14020,religious work,5
15513,religious worship,5
20958,remove discriminations,5
18150,remove restrictions,5
22539,removing discriminations,5
21043,rent fuel,5
20482,rent tended,5
21235,rental return,5
15792,reorganization plan,5
21689,reorganization report,5
1722,repealed,5
18349,replacing men,5
14255,report submitted,5
19262,representative crail,4
25144,representative florence p kahn,1
13924,representative government,5
23835,representative mcnabb,4
20388,representative owen,4
25046,representative ruth bryan owen,4
16881,representative women,5
3027,representatives,2
13811,representatives committee,2
16939,republican nominees,5
22405,republican plank,2
24236,republican state platform,4
14631,republican ticket,5
16670,republican women,3
14130,republicans democrats,2
15304,required amount,5
18621,requirements established,5
23604,requiring school attendance,5
19252,rescue home,5
19899,residence abroad,5
16354,resident physician,5
14573,resident worker,3
26686,resisting continental congress,5
21081,resolution iii,5
18344,resolutions committee,2
14900,resourcefulness,5
1905,resources,5
3926,respect,5
21000,responsive chord,5
19797,rest hours,5
16866,rest room,5
19960,restaurant bill,5
22611,restaurant code,5
19010,restaurant worker,4
21644,restrictions adopted,5
16797,restrictions upon,5
26148,restrictive labor legislation,5
16317,restrictive laws,5
18821,restrictive legislation,5
19257,retail code,5
17337,retail grocers,4
13410,retail trade,5
23578,retirement privileges,5
23194,retreat project,5
22892,rev peter williams,1
25713,reverend cyrus francis,1
14537,revised statutes,5
21104,rhode island branch,2
20078,rhode island council,2
20000,rhode island league,2
17389,rhode island supreme court,2
24633,rhode island womans party,1
18961,richmond branch,2
13843,right living,5
15229,rightful place,5
17968,rights adopted,5
13608,rights privileges,5
14495,rights responsibilities,5
24042,rigorous medical examination,5
17562,rogers high school,6
19683,rome congress,2
19323,rooms occupied,5
19673,rooms rented,5
14894,roosevelt administration,4
18413,round table discussions,5
23341,routine office work,4
15297,royal proclamation,5
24487,royal worcester corset company,4
26038,ruby aurora black,1
20697,rule vii,5
13598,rules committee,2
20331,ruling elders,5
19036,rural dweller,3
15628,rural electrification,5
22376,rural new yorker,3
15118,rural people,3
14786,rural schools,5
15401,rural society,4
22321,rural soviets,4
15311,rural women,3
25666,rush hospital clinics,6
15600,russell sage foundation,2
15518,russian woman,3
15384,russian women,3
17716,rust college,6
24569,ryan catholic university,6
25119,ryancatholic university,6
20819,sabbath schools,5
26788,sacred constitutional rights,5
17369,safety campaign,5
19141,safety razor,5
21042,salary class,4
19554,salary schedule,5
16253,sales force,4
17104,sales person,5
21972,salt furnace,4
21403,san diego branch,2
22894,san francisco bay district,2
10420,sanitary,5
23842,sanitary certificates,5
22211,sanitary code,5
15548,sanitary conditions,5
21544,sanitary control,5
18615,sanitary engineering,4
23320,sanitary surroundings,4
8825,sanitation,5
13460,sappho,4
22756,sarah fayerweather,1
26410,satisfactory jurors,5
26175,save massachusetts industry,5
14849,savings account,5
24349,scarlet letter brand,4
19426,scarlet woman,4
13345,scholarship fund,5
21182,scholarship loan,5
24027,scholarship loan fund,5
25483,school age bill,5
21960,school attendance law,5
16833,school authorities,4
18584,school board principal,4
23823,school boards members,5
17694,school commissioners,5
13435,school committee,2
17287,school discipline,5
13859,school hours,5
20071,school question,4
15054,school requirement,5
14866,school room,5
14435,school trustee,2
13660,schoolroom,4
14685,scientific investigation,5
15762,scientific world,5
18395,score card,5
16108,sculpture gallery,5
25111,seaburykresel investigation,5
24427,seamens law,5
18008,seasonal fluctuation,4
14260,seasonal variation,4
19370,seating accommodations,5
20153,seattle league,2
25319,second agricultural conference,5
16912,second baptist,6
17822,second baptist church,6
22319,second class matter,4
19280,second judicial district,2
24726,second national bank metropolitan bank,4
25929,second national negro congress,5
18664,secretarial department,4
22181,secretary taft,4
20203,secretary wilson,4
16805,secretaryship,2
24980,secure adequate investigation,5
24100,secure equal opportunities,5
21747,secure equal rights,5
20128,secure justice,5
21434,secure ratification,5
16245,secure votes,5
23886,sedalia club,1
16051,seeing eye,5
15913,seek admission,5
18922,seeking jobs,5
6613,segregate,4
23200,segregated college,4
8019,segregation,4
25765,selected domestic service occupations,4
18690,self culture,5
14671,self improvement,5
20638,self made woman,5
13442,self sacrifice,5
23176,selfconfidence,5
23399,selfdevelopment,5
25870,selfdirection,5
23432,selfgovernment,5
18710,selfhelp,5
26614,selfinsurance,5
23091,selfrespect,5
23978,selfsacrifice,5
23030,selfsupport,5
24028,selfsupporting,5
26419,selfsupporting women,3
23443,selling exemption,5
17938,semiprofessional,4
25568,semiprofessional women,3
14845,senate chamber,2
15280,senate foreign relations committee,2
15205,senate hall,2
21452,senator bingham,4
21442,senator byrnes,4
21889,senator charles curtis,4
22633,senator copeland,4
22717,senator cummins,4
20501,senator curtis,4
24342,senator deneen,4
22177,senator dickinson,4
22248,senator griffin,4
16565,senator johnson,4
21160,senator la follette,4
21370,senator mackay,4
21329,senator mckellar,4
21528,senator nye,4
19866,senator smoot,3
22509,senator wadsworth,4
21090,senator wagner,4
19633,senator walsh,4
23704,senatorial delegates,2
22293,senators shipstead,4
16244,sending letters,5
23466,seneca county courier,2
16212,seneca falls,2
24417,seneca falls conference,2
18634,seneca falls convention,2
23860,seneca falls meeting,2
17053,senior girls,3
21609,seniority rights,5
17218,separate branches,5
23457,separate domicile,5
18784,separate electorates,4
21357,separate estate,5
17520,separate existence,5
21556,separate income,5
22418,separate jobs,4
15257,separate organization,5
16353,separate organizations,5
18557,separate property,5
25254,separatecoach law,5
20376,serious handicap,5
19638,servant women,3
23805,servantgirl,4
13367,service act,5
15288,service club,5
16714,service rendered,4
15227,services free,5
13525,services rendered,4
23855,servile subordination,4
24357,setting minimum rates,5
18719,settled right,5
15534,settlement house,5
25790,seventh councilmanic district,2
23517,seventh pan american conference,5
26350,seventh panamerican conference,5
14605,severe illness,4
15719,sewing machines,5
18547,sewing room,5
23681,sewingmachine,4
22210,sex antagonism,5
22803,sex basis,5
14601,sex discrimination,4
14598,sex discriminations,4
20595,sex diseases,4
20069,sex disqualification removal act,5
18681,sex equality,5
22471,sex inequality,4
15025,sex race,5
21515,sex race language,4
19617,sex reading,5
17586,sexbar,5
25083,sexless law,5
16884,sexual morality,5
23045,shadows uplifted,5
16663,shared equally,5
16362,shaw university,6
24264,sheet music saleswomen,3
21453,sheltered woman,3
25132,sheppardtowner act,5
24832,sheppardtowner law,5
19319,shiloh baptist church,6
19575,shoddy work,4
20352,shopping public,5
15572,short day,4
19843,short pamphlets,5
23092,short working day,5
22694,shortening hours,5
22881,shorter work day,5
21614,shorter workday,5
22390,shorter working day,5
20663,shorter working hours,5
20382,shrill voice,4
16965,shutins,5
21529,siamese women,3
16999,sick bed,5
17259,sick woman,4
16186,signed statement,5
25505,silk textile manufacturers,4
17355,silk wool,4
14490,similar circumstances,5
14980,similar conditions,5
16380,simmons college,6
19251,simple justice,5
13358,simple life,5
19303,singing bands,2
25304,single colored member,4
14258,single men,3
18386,single persons,3
20526,single protest,5
15928,single standard,5
20535,single widowed,4
14259,single women,3
23924,single women teachers,4
1328,sinner,4
14481,sitting room,5
26647,sixhour day,5
23038,sixth pan american conference,5
23990,sixth pan american congress,5
24875,sixth panamerican conference,5
17579,skilled jobs,4
4404,skin,4
19828,slack period,5
18796,slave children,3
19382,slave class,4
14759,slave girl,4
20440,slave music,4
21478,slave parents,4
14124,slave ship,4
15526,slave state,4
10792,slave trade,4
8531,slaveholder,4
7137,slavery,4
20983,slavery time,4
16026,sleeping quarters,5
26085,sleeping sickness victims,4
21358,sloan president,4
17165,small society,5
20474,small town community,4
19232,soapsuds,4
24753,socalled protective legislation,5
16651,social agencies,5
20325,social betterment,5
22438,social case work,4
13613,social circle,5
15428,social circles,5
16007,social contact,5
16679,social costs,5
19294,social disadvantages,5
19603,social diseases,4
15358,social effects,5
16683,social element,4
14039,social equality,5
18248,social evil,4
15811,social evolution,5
16657,social experience,5
15995,social hall,5
18209,social hygiene,4
14467,social implications,5
14117,social insurance,5
18527,social intercourse,4
9406,social justice,5
16595,social legislation,5
17724,social prestige,5
14138,social progress,5
11722,social reform,5
14438,social revolution,5
16185,social security act,5
20808,social service work,5
20022,social settlement,5
18060,social side,5
11053,social status,5
11305,social structure,4
20639,social uplift,5
9636,social work,5
12248,socialist movement,5
7430,socialist party,1
17777,socialist women,3
15941,soda fountains,4
23491,soft coal fields,4
24184,soft slur,4
24036,sojourner truth club,1
23909,sojourner truth home,1
15828,sole ground,5
25240,sole wageearner,4
23168,solicitation laws,5
16770,solicitors office,2
8175,solidarity,5
25741,son mr e c wright,1
25100,sordid crowded rooms,4
23714,soroptimist clubs,1
18592,sorority life,4
23740,soumay tcheng,1
23782,sound economic basis,5
21526,sound feminism,5
25879,south atlantic field committee,2
20649,south carolina branch,2
24701,south carolina cotton manufacturers association,4
19317,south carolina volunteers,2
22441,southeastern federation,2
26142,southeastern pennsylvania division,2
25998,southern banking company,4
21327,southern california council,2
16613,southern church,4
15580,southern cities,5
13483,southern city,4
16430,southern council,2
24330,southern district california federation,2
19768,southern federation,2
16297,southern life,4
22023,southern manufacturer,4
19206,southern negro,3
22603,southern outrages,4
15300,southern people,3
18623,southern planter,4
22403,southern prejudice,4
24013,southern standpoint,4
25626,southern textile bulletin,2
23373,southern textile mills,4
21843,southern white women,3
17188,southern whites,3
17018,southern women,3
20515,southern workers,3
21029,southern workman,3
15481,spanish law,5
15049,spanish woman,3
15097,spanish women,3
17363,speakeasies,4
15422,speaker pro tempore,2
15367,special classes,5
18831,special codes,5
26308,special industrial legislation,5
25056,special labor laws,5
26352,special labor legislation,5
16582,special laws,5
17323,special legislation,5
13597,special meeting,2
15842,special party,5
14219,special privileges,5
13377,special protection,5
13421,special protections,5
24176,special protective legislation,5
16788,special regulations,5
25441,special restrictive labor laws,5
26273,special restrictive legislation,5
15079,special rights,5
14528,special schools,5
17900,special supervisors,5
13718,special train,5
24727,specific jury enactments,5
16902,specific legislation,5
18641,specific occupations,4
16376,specific work,5
21934,spelman seminary,6
22895,spinning department,4
20713,spinning room,4
15214,spiritual development,5
15200,spiritual leaders,5
23712,spiritual makeup,5
21482,spiritual ministry,5
21275,spiritual uplift,5
18522,spiritual welfare,5
22808,spiritual worth,5
18928,spirituous liquors,4
25473,splendid modern woman,5
23447,splendid school,5
21527,springfield riot,4
16282,st elizabeths hospital,6
22649,st huberts chapel,6
23832,st paul committee,2
23282,st paul convention,5
20394,st paul seminary,6
22070,st pauls memorial church,6
13534,st thomas church,6
22991,stabilize employment,5
23480,stabilize industry,5
15320,stand together,5
13418,standard bearer,5
18461,standard bill,5
15471,standard rates,5
14882,standards committee,5
13728,standing committees,2
20140,standing joint committee,2
23702,stanton hunton,1
21220,starvation wages,4
15485,state action,5
22394,state administrative agency,2
19695,state affairs committee,5
7893,state authority,2
20026,state banking department,4
25813,state board women,2
15365,state boards,4
15554,state bodies,2
18149,state branches,2
16014,state central committee,2
13505,state chairman,2
13506,state chairmen,2
20950,state civil service commission,2
20850,state clinic,2
16887,state committees,2
21765,state committeewomen,2
26804,state consumers league,2
26669,state consumers leagues,2
18911,state cotton,4
18714,state court decision,5
23521,state employment bureau,5
25605,state equal rights legislation,5
25207,state equalizing bills,5
22863,state factory inspector,5
24992,state factory investigation commission,5
17093,state fairs,4
21856,state farm agent,4
15529,state federation,2
15532,state federations,2
21625,state industrial commission,2
24325,state industrial inspection department,5
26586,state industrial standards committee,5
25502,state industrial standards committees,5
16762,state inspectors,5
22136,state labor department,2
23589,state labor departments,5
24852,state labor inspector,5
22336,state labor law,5
15980,state leagues,2
14092,state legislation,2
23574,state legislative authority,5
26115,state liquor control bill,5
14604,state matter,5
19774,state minimum wage,5
13605,state normal school,6
13824,state organization,2
14273,state organizations,2
16073,state organizer,2
25362,state personal service chairman,5
14089,state regulation,5
14753,state rights,5
13520,state secretaries,2
25266,state secretary kelley,2
14718,state statutes,5
14613,state superintendent,2
18056,state supervisor,2
25640,state teachers welfare league,1
18176,state ticket,5
23679,state welfare commission,5
24029,states attorneys association,2
25996,states rights sentinel,5
15081,statesmanship,5
17344,station employees,4
15190,stationary engine,4
17885,statistical tables,5
19366,statistics collected,5
66,status,4
14136,statute book,5
19031,statute prohibiting,5
15629,statutory law,5
20836,steadily employed,5
18390,steady employment,5
14301,steady growth,5
20080,steam laundry,4
23463,steamship clerks freight handlers express,4
20479,stenographic report,5
26165,sterling relief association,5
23959,stock room employees,4
19856,stock situation,4
19284,storrs school,5
23305,storrs schoolhouse,2
14191,story hour,5
15303,straightness,5
21008,stratosphere flight,4
25366,street car employes union,5
15699,street cars,4
18578,street cleaners,4
16296,street high school,6
21227,street oar service,5
17080,street trades,4
15390,strict adherence,5
18516,strike breakers,4
17918,strong central government,5
13400,strong character,5
18343,strong drink,4
25485,strongminded woman,4
3177,struggle,5
26011,student colored work,5
15782,student committee,5
16465,student conference,5
18689,student department,5
21571,student loan fund,5
24537,student officers corps,5
16773,student policy,5
24938,student volunteer convention,5
20498,student volunteer movement,5
14102,student work,5
15330,students council,5
18305,study club,5
14979,study groups,5
23271,subhuman species,4
22747,subject unemployment,4
17666,subsistence level,4
18034,suffrage amendment,5
19023,suffrage bill,5
17809,suffrage campaign,5
19193,suffrage convention,5
22318,suffrage day,5
20219,suffrage meeting,2
13203,suffrage movement,5
19668,suffrage parade,5
21410,suffrage states,4
22267,suffrage victory,5
19081,suffrage work,5
17072,suffragette movement,5
11395,suffragist,2
19306,suffragist movement,5
11504,suffragists,5
21790,sultans government,4
16391,sunday journal,2
18804,sunday papers,5
25380,sundayschool class,5
20969,sundry items,4
7338,sunshiners,4
19160,superior class,4
21255,superior fitness,5
22352,superior physical strength,4
18135,superior race,4
24366,superservants,4
18088,supervisory committee,2
19245,supervisory staff,5
20449,supplementary budget,5
22187,supplementary legislation,5
26383,support charity drives,5
14533,supreme judicial court,5
15723,supreme law,5
17070,supreme sacrifice,5
21032,surface improvement,5
21399,surgeongeneral,4
16300,surtax,5
17763,surviving spouse,4
21462,susan b anthony amendment,5
22949,susan b anthony club,1
26421,susan b anthony exhibit,5
23948,susan b anthony foundation,5
21895,suspend immigration,5
23401,sutherland decision,5
25229,sweat shop work,4
21786,sweat shops,4
17266,sweating system,4
14329,sweatshop,4
20326,sweatshop conditions,4
23925,sweatshop wages,4
14449,sweatshops,4
24334,swedish civil service,5
22973,sweeping prohibition,5
22058,syracuse board,2
22572,syracuse branch,2
19451,syrian woman,3
24544,systematic bible study,5
14893,taking possession,5
14827,tammany hall,2
23849,tampa urban league,1
24303,tante louise,1
16566,tax appeals,5
20266,tax books,5
8174,taxation,4
14696,taxes upon,5
21387,taxidrivers,4
22995,taxpaying women,3
20959,teachers bill,5
20379,teachers council,5
25070,teachers tenure law,5
25622,teachers v lynching,5
20289,teaching force,5
15714,teaching profession,4
15698,teaching professions,4
14450,technical advisers,5
16528,technical improvements,5
14094,technical schools,5
20218,technological unemployment,5
22776,telephone girls,3
14272,telephone operators,3
9997,temperance,5
23245,temple teachers,3
23699,temporary codes,5
23065,temporary disabilities,4
19863,temporary disability,4
16579,ten acres,5
19941,ten hour day,5
23687,ten hour law,5
24524,ten hours law,5
21234,ten hours per day,5
13797,tender age,4
22642,tenement homes,5
17371,tenement house,5
23643,tenement house laws,5
17891,tenement houses,5
23186,tenement rooms,4
26167,tenhour day,5
17959,tennessee legislature,2
20805,tenure bill,5
20974,term negro,4
22131,territorial league,2
16658,testimony given,5
15553,texas branch,2
20029,texas federation,2
21566,textile council,5
15704,textile institute,4
15353,textile manufacturers,4
13657,textile mill,4
18580,theatrical stage employees,4
25857,thelma ward washington,1
14675,theological school,5
20907,third baptist church,6
15347,thirteenth amendment,5
23451,thirty hour week,5
25827,thirtysixth congressional district,2
14201,thorough investigation,5
23742,three dollars per month,5
22662,thrift committee,5
23931,thyra smith,1
23132,tighter skirts,4
18503,time cards,5
1448,tither,4
16181,toastmistress,5
19980,tobacco factories,4
23516,toiling women,4
19219,tokyo conference,2
18553,toronto convention,2
21842,torts bill,5
25988,total income spent,5
19466,total mortality,4
19747,total registration,5
20935,total suppression,4
22675,town hall club,1
20194,trade boards,4
22743,trade courts,4
15627,trade practices,5
22462,trade referendum,5
9813,trade unions,5
14182,traditional view,4
16312,train crew,4
21301,trained investigators,5
17438,trained nurse,4
22444,training camp activities,4
16094,training class,5
15598,training colleges,5
13823,training schools,5
23656,trainingschools,5
25108,transcaucasian woman,3
15584,transportation act,5
21971,transportation expert,5
18143,traveling expenses,5
23043,treating onehalf,4
22451,treaty action,4
22482,treaty division,5
19798,trial board,5
17058,trolley system,4
9055,trousers,4
19651,truant officer,5
22631,truant officers,5
18242,true equality,5
26317,true germanic woman,3
23378,tsing hua college,6
25695,tuberculosis among negroes,4
24156,tuberculosis death rate,4
25663,tuberculosis per population,4
23568,tuberculosis reported,4
25690,tuberculous negroes,4
23934,tulsas children,3
15935,turkish women,3
15585,tuskegee institute,5
19348,twentieth amendment,5
12071,two shifts,5
15677,typesetter,4
22359,typhoid carrier,4
22724,typical negro,4
21101,umbrian school,5
16474,unalienable rights,5
22772,unborn generations,4
22711,unchurched people,3
5476,unconstitutional,4
17253,undercover investigation,5
15091,undercutting,5
14681,underfed,4
24351,underfed families,4
22883,undersigned women,5
13864,undervalue,4
