,concept_from_alex_street,alternative_phrase,phrase_code
3401,national womans party garden,,2
3402,national womans party headquarters,national womans party head-quarters,2
3403,national womans party meeting,,2
3404,national womans trade union league,,1
3405,national wool growers association,,1
3406,nationality bill,,5
3407,nationality commission,,5
3408,nationality committee,,1
3409,nationality convention,,5
3410,nationality laws,,5
3411,nationality laws affecting women,,4
3412,nationality question,,4
3413,nationality rights equality,,5
3414,nationality treaty proposed,,5
3415,nationality upon marriage,,5
3416,nations association,,2
3417,nations consultative committee,,5
3418,native labour,,4
3419,native tongue,,4
3420,native women,,3
3421,nativeborn american women,native-born american women,3
3422,nativeborn woman,native-born woman,3
3423,nativeborn woman citizen,native-born woman citizen,3
3424,nativeborn women,native-born women,3
3425,natural child,,4
3426,natural parents,,4
3427,natural rights,,5
3428,naturalisation de faveur,,5
3429,naturalization claims,,5
3430,naturalization committee,,5
3431,naturalization laws,,5
3432,naturalize,,5
3433,naturally subservient,,4
3434,nebraska branch,,2
3435,nebraska state branch,,2
3436,needle trades,,4
3437,needle work,,4
3438,needle work guild,,1
3439,needlework guild,,4
3440,needy children,,4
3441,needy families,,4
3442,needy family,,4
3443,negress,,4
3444,negro actors,,3
3445,negro baptist women,,3
3446,negro baptists,,3
3447,negro blood,,4
3448,negro building,,5
3449,negro business,,4
3450,negro butlers,,3
3451,negro child,,3
3452,negro children,,3
3453,negro churches,,5
3454,negro citizens,,3
3455,negro colleges,,5
3456,negro death rate,,4
3457,negro department,,5
3458,negro descent,,4
3459,negro domestic,,3
3460,negro domestic workers,,3
3461,negro education,,5
3462,negro employment,,4
3463,negro faculty,,4
3464,negro families,,3
3465,negro family,,4
3466,negro farmers,,3
3467,negro ghettos best environment,,4
3468,negro girls,,3
3469,negro graduates,,3
3470,negro historian,,3
3471,negro history,,5
3472,negro home,,4
3473,negro inventors,,5
3474,negro labor,,4
3475,negro life,,4
3476,negro man,,3
3477,negro masses,,3
3478,negro members,,3
3479,negro men,,3
3480,negro migrant,,3
3481,negro migrant families,,4
3482,negro migrants,,3
3483,negro migration,,4
3484,negro mortality,,4
3485,negro mothers,,3
3486,negro musicians,,3
3487,negro patients,,3
3488,negro patients examined,,4
3489,negro patients withdrew,,4
3490,negro people,,3
3491,negro politicians,,4
3492,negro population,,3
3493,negro preacher,,2
3494,negro preachers editors,,2
3495,negro press,,5
3496,negro problem,,4
3497,negro progress,,5
3498,negro public high school,,5
3499,negro question,,5
3500,negro race,,3
3501,negro schools,,5
3502,negro soldier,,3
3503,negro soldiers,,2
3504,negro students,,3
3505,negro teacher,,4
3506,negro teachers,,3
3507,negro trail blazers,,5
3508,negro tuberculosis problem,,4
3509,negro tuberculous patients,,4
3510,negro war relief,,5
3511,negro woman,,3
3512,negro womanhood,negro woman-hood,5
3513,negro women,,3
3514,negro women domestic workers,,3
3515,negro women employed,,3
3516,negro women lawyers physicians,,99
3517,negro women principals,,5
3518,negro womens clubs,,1
3519,negro workers,,3
3520,negro workers displaced,,4
3521,negro writer,,3
3522,negro youth,,3
3523,negroes,,4
3524,negroes lynched,,4
3525,negrohouses,,5
3526,negros prejudice,,4
3527,neighborhood union,,5
3528,neighbors house,,5
3529,nellie swartz,,1
3530,net weight,,5
3531,neues wiener journal,,2
3532,never unionized,,4
3533,new chemical,,4
3534,new civil code,,5
3535,new civilization,,5
3536,new conditions,,4
3537,new democracy,,5
3538,new disease,,4
3539,new doctrine,,5
3540,new dormitories,,4
3541,new duties,,5
3542,new economy bill passed,new economy bill,99
3543,new england conservatory,,6
3544,new england women,,3
3545,new epoch,,2
3546,new executive committee,,5
3547,new factories bill,,5
3548,new feminists,,5
3549,new industries,,5
3550,new international order,new inter-national order,5
3551,new jersey assembly,,2
3552,new jersey branch,,2
3553,new jersey conference,,2
3554,new jersey federation,,2
3555,new jersey laws,,5
3556,new jersey legislature,,2
3557,new jersey member,,2
3558,new jersey state branch,,2
3559,new jersey state federation,,2
3560,new marriage law,,5
3561,new negro,,5
3562,new profession,,5
3563,new psychology,,5
3564,new social order,,5
3565,new spirit,,5
3566,new uniforms,,5
3567,new wage board,,5
3568,new york branch,,2
3569,new york bureau,,2
3570,new york chairman,new york chair-man,2
3571,new york city association,,2
3572,new york city branch,,2
3573,new york city committee,,2
3574,new york city consumers league,,1
3575,new york city federation,,2
3576,new york county chapter,,2
3577,new york federation,,2
3578,new york government workers council,,5
3579,new york heraldtribune,new york herald-tribune,2
3580,new york infirmary,,4
3581,new york passport division,,5
3582,new york post office,,2
3583,new york retail bakers association,,4
3584,new york state branch,,2
3585,new york state court,,2
3586,new york state federation,,2
3587,new york symphony orchestra,,4
3588,new york worlds fair,,2
3589,newspaper men,,3
3590,nicaraguan legation,,4
3591,nicoli delabair,,1
3592,nigger,,4
3593,night dresses,,4
3594,night duty,,5
3595,night employment,,4
3596,night shifts,,4
3597,night work convention,,5
3598,night work jobs,,4
3599,night work law,,5
3600,night work laws,,5
3601,night work legislation,,5
3602,night work treaty,,5
3603,nightwork,night-work,4
3604,nightworkers,night-workers,4
3605,ninehour law,nine-hour law,5
3606,nineteenth amendment,,5
3607,nineteenth assembly district,,2
3608,nitroglycerine,,4
3609,noble character,,5
3610,noble destiny,,5
3611,noble dream,,5
3612,noble ideals,,5
3613,noble instinct,,5
3614,noble manhood,,5
3615,noble picture,,4
3616,noble women,,5
3617,nobler ideals,,5
3618,nominated men,,2
3619,nominating committee,,2
3620,noncompliances,non-compliances,5
3621,nonightwork law,no-nightwork law,5
3622,nonpartisanship,non-partisanship,5
3623,nonquota basis,non-quota basis,5
3624,nonquota immigrant,non-quota immigrant,5
3625,nonsuffrage states,non-suffrage states,4
3626,noose,,4
3627,norfolk association,,2
3628,normal college,,5
3629,normal department,,5
3630,normal schools,,5
3631,north carolina federation,,2
3632,north star,,2
3633,northeastern federation,north-eastern federation,2
3634,northern church,,6
3635,northern industrial centers,,4
3636,northern star,,2
3637,northern women,,3
3638,nourishment,,5
3639,nra codes,,4
3640,number employed,,5
3641,nurses association,,5
3642,nurses council,,5
3643,nurses settlement,,5
3644,nye resolution,,5
3645,oaposer,,
3646,oberlin conservatory,,6
3647,objectionable terms darkie,,4
3648,obstetrical work,,4
3649,obtain employment,,5
3650,obtain work,,5
3651,occupational councils,,5
3652,occupational disease,,4
3653,occupational diseases,,4
3654,occupational poisoning,,4
3655,occupations,,4
3656,occupations listed,,4
3657,office women,,3
3658,officers elected,,5
3659,official bulletin,,5
3660,official observer,,4
3661,official organ,,2
3662,official titles,,5
3663,ohio branch,,2
3664,ohio law,,2
3665,ohio workmens compensation law,,5
3666,oil wells,,4
3667,oklahoma branch,,2
3668,oklahoma legislature,,2
3669,oklahoma supreme court,,2
3670,old box car,,4
3671,old british school,,5
3672,old citizens,,4
3673,old code,,5
3674,old doctrine,,4
3675,old english common law,,3
3676,old english law,,4
3677,old etiquette,,4
3678,old family servants,,4
3679,old feminist,,5
3680,old feminists,,5
3681,old folks home,,5
3682,old hens,,4
3683,old idea,,4
3684,old law,,4
3685,old slaveholders,old slave-holders,4
3686,old slaves,,4
3687,old taboos,,4
3688,old world attitude toward women,,5
3689,older women,,3
3690,older worker,,4
3691,oldest suffrage organization,,5
3692,oldfashioned home,old-fashioned home,4
3693,oldfashioned sewing machine,old-fashioned sewing machine,4
3694,one candy factory,,4
3695,one divorce,,4
3696,one income,,5
3697,one purpose,,5
3698,one salary,,5
3699,one sex,,5
3700,one sole standard,,5
3701,onehalf hours,one-half hours,5
3702,onehalfhour law,one-half-hour law,5
3703,open competition,,5
3704,open door council,,5
3705,open forum,,5
3706,open hearing,,5
3707,open hearings,,5
3708,openair theatre,open-air theatre,5
3709,opened school,,5
3710,operahouse,opera-house,4
3711,operasinger,opera-singer,3
3712,opium traffic,,4
3713,opportunities,,5
3714,oppressed,,4
3715,oppressed race,,4
3716,oppressive employment,,4
3717,oppressive wage,,4
3718,oppressors,,4
3719,oral argument,,5
3720,oral decision,,5
3721,oral surgery,,4
3722,orange conference,,2
3723,ordain women,,5
3724,ordained,,5
3725,ordinary department stores,,3
3726,ordinary housewife,,4
3727,ordinary woman,,3
3728,ordnance department,,2
3729,oregon case,,2
3730,oregon consumers league,,1
3731,oregon industrial welfare commission,,5
3732,oregon minimum wage case,,4
3733,oregon ten hours law,,5
3734,organic act,,5
3735,organic union,,5
3736,organization work,,5
3737,organize leagues,,5
3738,organize public opinion behind,,5
3739,organize women,,5
3740,organized,,5
3741,organized effort,,5
3742,organized employers,,4
3743,organized government,,5
3744,organized kindness,,5
3745,organized labor,,5
3746,organized march,,2
3747,organized work,,5
3748,organized workers,,5
3749,organized working women,,5
3750,organizing public opinion,,5
3751,organizing women,,2
3752,oriental women,,3
3753,orphanage,,4
3754,orphans home,,5
3755,outdoor mass meeting,out-door mass meeting,5
3756,outlaw war,out-law war,5
3757,outpatient department,out-patient department,4
3758,outside interference,,5
3759,outspoken condemnation,,5
3760,outstanding club women,,2
3761,outstanding clubs,,5
3762,overproduction,over-production,4
3763,overtime without violating,over-time without violating,5
3764,overtime work,over-time work,5
3765,oxygen tent,,5
3766,packing house,,4
3767,paid chauffeurs,,4
3768,paid employment,,5
3769,paid jobs,,5
3770,paid nightwork,paid night-work,5
3771,paid work,,5
3772,paid worker,,5
3773,painting trade,,4
3774,pan american building,,5
3775,pan american conference,,5
3776,pan american congress,,5
3777,panamerica,pan-america,5
3778,panamerican conference,pan-american conference,5
3779,panamerican congress,pan-american congress,5
3780,panamericanism,pan-americanism,5
3781,paper towels,,4
3782,parcel checking rooms,,4
3783,parentteachers association,parent-teachers association,1
3784,paris academy,,2
3785,paris edition,,2
3786,paris women leaders,,5
3787,parliamentary law,,5
3788,parlor meetings,,2
3789,part time certificates,,5
3790,particular conditions,,5
3791,partido democratico sufragista,,5
3792,partisan woman,,2
3793,partly selfsupporting,partly self-supporting,5
3794,parttime jobs,part-time jobs,5
3795,parttime work,part-time work,4
3796,parttime workers,part-time workers,4
3797,party allegiance,,5
3798,party loyalty,,5
3799,party platforms,,5
3800,party representatives,,2
3801,passenger department,,4
3802,passport control division,,5
3803,passport division,,5
3804,passport issued,,5
3805,past generation,,5
3806,pasteurizing,,4
3807,patch work quilts,,5
3808,patents granted,,5
3809,patriarchs,,4
3810,patriotic duty,,5
3811,patronize women,,5
3812,patronizing,,5
3813,pauperized,,4
3814,pay envelope,,5
3815,pay schedules,,5
3816,payne theological seminary,,6
3817,peace harmony,,5
3818,peace time goods,,4
3819,peace treaties,,5
3820,peasant women,,3
3821,peeresses bill,,5
3822,peerless club,,1
3823,pelerinage de charlemagne,,4
3824,penalize women,,4
3825,pennsylvania banker,,4
3826,pennsylvania branch,,2
3827,pennsylvania business,,4
3828,pennsylvania federation,,2
3829,pennsylvania league,,2
3830,pennsylvania society,,2
3831,pennsylvania state federation,,2
3832,pension,,5
3833,pension laws,,5
3834,peonage,,4
3835,people voting,,5
3836,per capita tax,,5
3837,per cent basis,,5
3838,per cent increase,,5
3839,per dollar,,5
3840,percent negro,,5
3841,peremptory writ,,5
3842,perfect representation,,5
3843,perfect representations,,5
3844,periodic illness,,4
3845,permanent code,,5
3846,permanent codes,,5
3847,permanent colonies,,4
3848,permanent committee,,5
3849,permanent court,,5
3850,permanent disabilities,,4
3851,permanent employment,,5
3852,permanent gain,,5
3853,permanent headquarters,permanent head-quarters,2
3854,permanent income,,5
3855,permanent injuries,,4
3856,permanent international association,permanent inter-national association,5
3857,permanent organization,,5
3858,permanent progress,,5
3859,permanent stay,,5
3860,permanent teacher,,4
3861,permanent world peace,,5
3862,permanently disabled,,4
3863,permissive jury service,,5
3864,permit married women,,5
3865,permit women,,5
3866,permitted bread,,5
3867,permitted hours,,5
3868,permitted violation,,4
3869,persian woman,,3
3870,personal appearance,,5
3871,personal character,,5
3872,personal community property,,5
3873,personal consequences,,5
3874,personal freedom,,5
3875,personal grooming,,5
3876,personal injuries,,4
3877,personal needs,,4
3878,personal relation,,5
3879,personal rights,,5
3880,personal service,,4
3881,personal service call,,4
3882,personal service chairman,personal service chair-man,5
3883,personal service chairmen,,5
3884,personal service committee,,5
3885,personal service committees,,5
3886,personal service guide,,5
3887,personal service plans,,5
3888,personal service program,,5
3889,personal service work,,4
3890,personal service workers,,4
3891,personality study,,5
3892,personnel boards,,5
3893,personnel classification board,,5
3894,personnel officer,,2
3895,personnel reclassification board,personnel re-classification board,5
3896,persons born,,4
3897,perth amboy board,,2
3898,peruvian woman,,3
3899,pet charity,,5
3900,petit juries,,5
3901,philadelphia branch,,2
3902,philadelphia chairman,philadelphia chair-man,2
3903,philadelphia churches,,2
3904,philadelphia city branch,,2
3905,philadelphia federation,,2
3906,philadelphia general,,2
3907,philadelphia general hospital,,6
3908,philadelphia health council,,2
3909,philadelphia press,,2
3910,philadelphia school,,6
3911,philadelphia schools,,5
3912,phillis wheatley home,,1
3913,phillis wheatley womans club,,1
3914,phipps institute,,1
3915,phipps institute tuberculosis clinic,,6
3916,phrase law,,5
3917,phraseology,,5
3918,phyllis wheatley home,,1
3919,physical aspect,,5
3920,physical conditions,,4
3921,physical deterioration,,4
3922,physical development,,5
3923,physical examination,,5
3924,physical examinations,,5
3925,physical moral,,5
3926,physical nature,,4
3927,physical necessities,,4
3928,physical requirements,,5
3929,physically fit,,5
3930,physically unfit,,4
3931,physiological,,4
3932,pictorial review prize,,5
3933,piety,,5
3934,pilgrim mothers,,3
3935,pioneer suffragist,,5
3936,pioneer woman,,5
3937,pioneer women,,3
3938,pioneer work,,4
3939,placement bureau,,5
3940,placing women,,5
3941,plant management,,4
3942,plantation cook,,4
3943,platform committee,,2
3944,play night,,5
3945,plenary session,,2
3946,plenipotentiaries,,2
3947,plight,,4
3948,plow handle,,4
3949,plowshares,,4
3950,poets council,,5
3951,poise,,5
3952,police court,,4
3953,police evidence,,5
3954,police power,,4
3955,police protection,,5
3956,policewomans review,,5
3957,political arena,,3
3958,political convention,,2
3959,political council,,2
3960,political enfranchisement,,5
3961,political equality,,5
3962,political equality association,,5
3963,political freedom,,5
3964,political independence,,5
3965,political outlook,political out-look,5
3966,political relationships,,5
3967,political revolution,,5
3968,political unity,,5
3969,poll books,,5
3970,poll tax,,5
3971,pompous authority,,4
3972,poor children,,4
3973,poor chocolate,,4
3974,poor relief,,5
3975,poor white woman,,3
3976,poor whites,,3
3977,popular trend,,5
3978,population problem,,4
3979,poro college,,6
3980,porto rican branch,,2
3981,porto rican legislature,,2
3982,porto rican woman,,3
3983,porto rican women,,3
3984,porto rican women citizens,,3
3985,portuguese women,,3
3986,positions requiring certification qualifications,,4
3987,possession,,5
3988,post graduate course,,5
3989,post office department,,5
3990,post roads,,5
3991,postmasterships,,4
3992,potato king,,4
3993,poverty,,4
3994,prabuddha stri,,1
3995,practical arts,,5
3996,practical authority,,5
3997,practical training,,5
3998,practicing medicine,,5
3999,prayed,,5
4000,prayer meeting,,5
4001,prayer rock,,5
4002,preference given,,5
4003,preferences based,,5
4004,preferential right,,5
4005,prefix mrs,,4
4006,pregnancy,,4
4007,pregnant,,4
4008,prehistoric man,,4
4009,preliminary work,,5
4010,prenuptial,pre-nuptial,5
4011,preparatory high school,,5
4012,preparatory high school established,,5
4013,presbyterian board,,2
4014,presbyterian hospital,,6
4015,prescribe beer,,4
4016,present conditions,,4
4017,present congress,,2
4018,present discriminations,,4
4019,present investigation,,5
4020,present law,,5
4021,present laws,,4
4022,present laws conventions,,5
4023,present policy,,5
4024,present salary,,5
4025,present standard,,5
4026,present white list,,4
4027,preserving perishable goods,,5
4028,president coolidge,,2
4029,president doumergue,,4
4030,president franklin delano roosevelt,,4
4031,president hoover,,2
4032,president masaryk,,4
4033,president mckinley,,2
4034,president monroe,,3
4035,president mrs roosevelt,,4
4036,president solomon,,4
4037,president taft,,4
4038,president ware,,4
4039,president wright,,4
4040,president wrights,,4
4041,presidential chateau,,4
4042,presidents committee,,2
4043,presidents conference,,4
4044,presidents emergency committee,,5
4045,press campaign,,5
4046,press department,,4
4047,press galleries,,5
4048,press gallery,,5
4049,press representatives,,4
4050,pretty clothes,,4
4051,prevailing minimum rate,,5
4052,prevent discrimination,,5
4053,prevent married women,,4
4054,prevent ratification,,5
4055,prevent segregation,,5
4056,prevent unemployment,,5
4057,preventable causes,,5
4058,preventing disease,,5
4059,preventing injuries,,5
4060,preventive measures,,5
4061,prevents intermarriage,prevents inter-marriage,4
4062,price comparisons,,5
4063,price cutting,,5
4064,price economy,,5
4065,priceless heritage,,5
4066,prices paid,,5
4067,primary law,,5
4068,primary vote,,5
4069,princess pink,,5
4070,principal occupation,,5
4071,principal teacher,,4
4072,printingpress,printing-press,4
4073,prison congress,,4
4074,prison contract labor,,4
4075,prison ship,,4
4076,prisonmade goods,prison-made goods,4
4077,private agencies,,5
4078,private banking license,,4
4079,private employment,,4
4080,private employment agencies,,4
4081,private income,,5
4082,private industries,,4
4083,private international law,private inter-national law,5
4084,private organization,,5
4085,private physician,,5
4086,privilege,,4
4087,probation officer,,4
4088,probationary state,,4
4089,production workers,,5
4090,productive workers,,3
4091,productiveness,,5
4092,products trading company,,4
4093,prof j p shorter,,1
4094,professional councils,,5
4095,professional fraternities,,5
4096,professional panhellenic association,professional pan-hellenic association,5
4097,professional people,,3
4098,professional politician,,4
4099,professional school,,5
4100,professional school washington,,5
4101,professional training equivalent,,5
4102,professional woman,,3
4103,professional women,,5
4104,professional womens council,,5
4105,progressive legislation,,5
4106,progressive members,,2
4107,progressive movement,,5
4108,progressive state convention,,2
4109,progressive women,,3
4110,prohibited hours,,5
4111,prohibiting night work,,5
4112,prohibition,,5
4113,prohibition candidate,,5
4114,prohibition laws,,5
4115,prohibition ticket,,5
4116,prohibitive legislation,,5
4117,prohibits overtime,prohibits over-time,5
4118,projected world code,,5
4119,prolonged absence,,5
4120,prominent bankers,,4
4121,prominent citizens,,5
4122,prominent women,,5
4123,promote better conditions among,,5
4124,promoting legislation,,5
4125,proper development,,5
4126,proper exercise,,5
4127,proper place,,5
4128,proper standard,,5
4129,properly enforced,,5
4130,property,,4
4131,property acquired,,5
4132,property inherited,,4
4133,property interest,,5
4134,property qualification,,5
4135,proposed budget,,5
4136,proposed constitution,,5
4137,proposed constitutional amendment,,5
4138,proposed equal rights amendment,,5
4139,proposed equal rights plank,,5
4140,proposed equality reservation,,5
4141,proposed hour law,,5
4142,proposed hour week,,5
4143,proposed law,,5
4144,proposed laws,,5
4145,proposed mastickshonk bill,proposed mastick-shonk bill,5
4146,proposed nationality convention,,5
4147,proposed standard,,5
4148,proposed treaty,,5
4149,proposed world code,,5
4150,prosanis label,,5
4151,prostitution,,4
4152,protect married women teachers,,5
4153,protect women,,5
4154,protect women workers,,5
4155,protecting women,,5
4156,protection,,5
4157,protective association,,5
4158,protective instinct,,5
4159,protective labor legislation,,5
4160,protective laws,,5
4161,protective legislation,,5
4162,protest,,5
4163,protestant episcopal church,,6
4164,protests,,5
4165,protocol label,,5
4166,providence league,,2
4167,provincial legislatures,,2
4168,provisional club,,5
4169,pruning hooks,,4
4170,psychological effect,,5
4171,public affairs university,,5
4172,public agencies,,5
4173,public charge,,5
4174,public charges,,5
4175,public clinic,,5
4176,public control,,5
4177,public departments,,5
4178,public duties,,5
4179,public employ,,4
4180,public function,,5
4181,public improvements,,5
4182,public job,,4
4183,public messenger service,,5
4184,public mind,,5
4185,public morals,,5
4186,public ownership,,5
4187,public pay roll,,5
4188,public positions,,5
4189,public printer,,5
4190,public provision,,5
4191,public record office,,2
4192,public school,,5
4193,public school teacher,,3
4194,public school teachers,,3
4195,public sentiment,,5
4196,public service corporations,,5
4197,public service interest,,5
4198,public speaking department,,5
4199,public watches,,5
4200,public welfare,,5
4201,public welfare administration,public welfare ad-ministration--,5
4202,public welfare department,,5
4203,publications loan,,5
4204,publicity committee,,2
4205,publicizing,,5
4206,pure food committee,,5
4207,pure food law,,5
4208,pure rich milk butter,,4
4209,purely feminist movement,,5
4210,purity,,5
4211,purple banner,,2
4212,pursuing happiness,,5
4213,qualified electors,,5
4214,quatrièmes,,4
4215,queen,,4
4216,quinn chapel,,6
4217,quinquennial convention,,5
4218,quota,,5
4219,quota club,,5
4220,quota limitations,,5
4221,rabid feminists,,4
4222,race cooperation,race co-operation,5
4223,race elevation,,5
4224,race extraction,,4
4225,race group,,5
4226,race hatred,,4
4227,race history,,5
4228,race line,,5
4229,race newspaper,,5
4230,race prejudice,,4
4231,race problem,,4
4232,race problems,,4
4233,race question,,4
4234,race relations,,4
4235,race relationship,,5
4236,race riots,,4
4237,race sex,,4
4238,race uplift,race up-lift,5
4239,race women,,4
4240,racial condition,,4
4241,racial discrimination,,4
4242,racial group,,4
4243,racism,,4
4244,radcliffe college,,6
4245,radical departure,,4
4246,radical proposal,,5
4247,radio active substances,,4
4248,radium corporation,,4
4249,radium poisoning,,4
4250,rafael trejo,,1
4251,railroad work,rail-road work,4
4252,railroadcar,railroad-car,4
4253,railway employes,,4
4254,raise wages,,5
4255,rampant spread,,4
4256,rank injustice,,4
4257,ratifying states,,5
4258,rational consumers league,national consumers league,99
4259,reaching public opinion,,5
4260,reaction time,re-action time,5
4261,reactionaries,,4
4262,readingroom,reading-room,5
4263,readymade clothing,ready-made clothing,4
4264,real equality,,5
4265,real estate owners,,4
4266,real value,,5
4267,real woman,,5
4268,reasonable conditions,,5
4269,reasonable hours,,5
4270,reasonably uniform standards,,5
4271,rebellion,,5
4272,receive equal remuneration,,5
4273,received instruction,,5
4274,recently arrived,,4
4275,reception hospital,,5
4276,recording secretary,,2
4277,recover damages,,5
4278,recovery act,,5
4279,recreation commission,re-creation commission,5
4280,red cross work,,5
4281,redshirt bands,red-shirt bands,4
4282,reduced pay,,4
4283,reducing maternal,,99
4284,referendum vote,,5
4285,reformatories,,5
4286,reformed senate,,5
4287,reforms enquiry committee,,5
4288,refugee children,,4
4289,refugees,,3
4290,refused employment,,4
4291,regional conference,,2
4292,regional conferences,,2
4293,registration laws,,4
4294,regular reports,,5
4295,regular work,,5
4296,regulations restricting,,5
4297,regulations shall deprive,,5
4298,regulations upon individuals,,5
4299,regulatory laws,,5
4300,regulatory legislation,,5
4301,rehabilitation,,5
4302,rehabilitation laws,,5
4303,relative fitness,,5
4304,relief department,,2
4305,relief work,,5
4306,relieving unemployment,,5
4307,religious instruction,,5
4308,religious liberty,,5
4309,religious principles,,5
4310,religious work,,5
4311,religious worship,,5
4312,remove discriminations,,5
4313,remove restrictions,,5
4314,removing discriminations,,5
4315,rent fuel,,5
4316,rent tended,,5
4317,rental return,,5
4318,reorganization plan,re-organization plan,5
4319,reorganization report,re-organization report,5
4320,repealed,,5
4321,replacing men,,5
4322,report submitted,,5
4323,representative crail,,4
4324,representative florence p kahn,,1
4325,representative government,,5
4326,representative mcnabb,,4
4327,representative owen,,4
4328,representative ruth bryan owen,,4
4329,representative women,,5
4330,representatives,,2
4331,representatives committee,,2
4332,republican nominees,,5
4333,republican plank,,2
4334,republican state platform,,4
4335,republican ticket,,5
4336,republican women,,3
4337,republicans democrats,,2
4338,required amount,,5
4339,requirements established,,5
4340,requiring school attendance,,5
4341,rescue home,,5
4342,residence abroad,,5
4343,resident physician,,5
4344,resident worker,,3
4345,resisting continental congress,,5
4346,resolution iii,,5
4347,resolutions committee,,2
4348,resourcefulness,,5
4349,resources,,5
4350,respect,,5
4351,responsive chord,,5
4352,rest hours,,5
4353,rest room,,5
4354,restaurant bill,,5
4355,restaurant code,,5
4356,restaurant worker,,4
4357,restrictions adopted,,5
4358,restrictions upon,,5
4359,restrictive labor legislation,,5
4360,restrictive laws,,5
4361,restrictive legislation,,5
4362,retail code,,5
4363,retail grocers,,4
4364,retail trade,,5
4365,retirement privileges,,5
4366,retreat project,,5
4367,rev peter williams,,1
4368,reverend cyrus francis,,1
4369,revised statutes,,5
4370,rhode island branch,,2
4371,rhode island council,,2
4372,rhode island league,,2
4373,rhode island supreme court,,2
4374,rhode island womans party,,1
4375,richmond branch,,2
4376,right living,,5
4377,rightful place,,5
4378,rights adopted,,5
4379,rights privileges,,5
4380,rights responsibilities,,5
4381,rigorous medical examination,,5
4382,rogers high school,,6
4383,rome congress,,2
4384,rooms occupied,,5
4385,rooms rented,,5
4386,roosevelt administration,roosevelt ad-ministration--,4
4387,round table discussions,,5
4388,routine office work,,4
4389,royal proclamation,,5
4390,royal worcester corset company,,4
4391,ruby aurora black,,1
4392,rule vii,,5
4393,rules committee,,2
4394,ruling elders,,5
4395,rural dweller,,3
4396,rural electrification,,5
4397,rural new yorker,,3
4398,rural people,,3
4399,rural schools,,5
4400,rural society,,4
4401,rural soviets,,4
4402,rural women,,3
4403,rush hospital clinics,,6
4404,russell sage foundation,,2
4405,russian woman,,3
4406,russian women,,3
4407,rust college,,6
4408,ryan catholic university,,6
4409,ryancatholic university,,6
4410,sabbath schools,,5
4411,sacred constitutional rights,,5
4412,safety campaign,,5
4413,safety razor,,5
4414,salary class,,4
4415,salary schedule,,5
4416,sales force,,4
4417,sales person,,5
4418,salt furnace,,4
4419,san diego branch,,2
4420,san francisco bay district,,2
4421,sanitary,,5
4422,sanitary certificates,,5
4423,sanitary code,,5
4424,sanitary conditions,,5
4425,sanitary control,,5
4426,sanitary engineering,,4
4427,sanitary surroundings,,4
4428,sanitation,,5
4429,sappho,,4
4430,sarah fayerweather,,1
4431,satisfactory jurors,,5
4432,save massachusetts industry,,5
4433,savings account,,5
4434,scarlet letter brand,,4
4435,scarlet woman,,4
4436,scholarship fund,,5
4437,scholarship loan,,5
4438,scholarship loan fund,,5
4439,school age bill,,5
4440,school attendance law,,5
4441,school authorities,,4
4442,school board principal,,4
4443,school boards members,,5
4444,school commissioners,,5
4445,school committee,,2
4446,school discipline,,5
4447,school hours,,5
4448,school question,,4
4449,school requirement,,5
4450,school room,,5
4451,school trustee,,2
4452,schoolroom,school-room,4
4453,scientific investigation,,5
4454,scientific world,,5
4455,score card,,5
4456,sculpture gallery,,5
4457,seaburykresel investigation,seabury-kresel investigation,5
4458,seamens law,,5
4459,seasonal fluctuation,,4
4460,seasonal variation,,4
4461,seating accommodations,,5
4462,seattle league,,2
4463,second agricultural conference,,5
4464,second baptist,,6
4465,second baptist church,,6
4466,second class matter,,4
4467,second judicial district,,2
4468,second national bank metropolitan bank,,4
4469,second national negro congress,,5
4470,secretarial department,,4
4471,secretary taft,,4
4472,secretary wilson,,4
4473,secretaryship,,2
4474,secure adequate investigation,,5
4475,secure equal opportunities,,5
4476,secure equal rights,,5
4477,secure justice,,5
4478,secure ratification,,5
4479,secure votes,,5
4480,sedalia club,,1
4481,seeing eye,,5
4482,seek admission,,5
4483,seeking jobs,,5
4484,segregate,,4
4485,segregated college,,4
4486,segregation,,4
4487,selected domestic service occupations,,4
4488,self culture,,5
4489,self improvement,self im-provement,5
4490,self made woman,,5
4491,self sacrifice,,5
4492,selfconfidence,self-confidence,5
4493,selfdevelopment,self-development,5
4494,selfdirection,self-direction,5
4495,selfgovernment,self-government,5
4496,selfhelp,self-help,5
4497,selfinsurance,self-insurance,5
4498,selfrespect,self-respect,5
4499,selfsacrifice,self-sacrifice,5
4500,selfsupport,self-support,5
4501,selfsupporting,self-supporting,5
4502,selfsupporting women,self-supporting women,3
4503,selling exemption,,5
4504,semiprofessional,semi-professional,4
4505,semiprofessional women,semi-professional women,3
4506,senate chamber,,2
4507,senate foreign relations committee,,2
4508,senate hall,,2
4509,senator bingham,,4
4510,senator byrnes,,4
4511,senator charles curtis,,4
4512,senator copeland,,4
4513,senator cummins,,4
4514,senator curtis,,4
4515,senator deneen,,4
4516,senator dickinson,,4
4517,senator griffin,,4
4518,senator johnson,,4
4519,senator la follette,,4
4520,senator mackay,,4
4521,senator mckellar,,4
4522,senator nye,,4
4523,senator smoot,,3
4524,senator wadsworth,,4
4525,senator wagner,,4
4526,senator walsh,,4
